SBY  0:06:07 [cover] Copy '/home/kevin/d/bug-mining-data/data/2022-05-17-cov-full-3/TileAndMemTop.sv' to '/home/kevin/d/bug-mining-data/data/2022-05-17-cov-full-3/cover/src/TileAndMemTop.sv'.
SBY  0:06:07 [cover] Copy '/home/kevin/d/bug-mining-data/data/2022-05-17-cov-full-3/SignalTracker.sv' to '/home/kevin/d/bug-mining-data/data/2022-05-17-cov-full-3/cover/src/SignalTracker.sv'.
SBY  0:06:07 [cover] engine_0: smtbmc boolector
SBY  0:06:07 [cover] base: starting process "cd cover/src; yosys -ql ../model/design.log ../model/design.ys"
SBY  0:06:25 [cover] base: finished (returncode=0)
SBY  0:06:26 [cover] smt2: starting process "cd cover/model; yosys -ql design_smt2.log design_smt2.ys"
SBY  0:06:35 [cover] smt2: finished (returncode=0)
SBY  0:06:35 [cover] engine_0: starting process "cd cover; yosys-smtbmc -s boolector --presat --unroll -c --noprogress -t 100  --append 0 --dump-vcd engine_0/trace%.vcd --dump-vlogtb engine_0/trace%_tb.v --dump-smtc engine_0/trace%.smtc model/design_smt2.smt2"
SBY  0:32:46 [cover] engine_0: ##   0:26:10  Writing trace to VCD file: engine_0/trace122.vcd
SBY  0:32:59 [cover] engine_0: ##   0:26:23  Writing trace to Verilog testbench: engine_0/trace122_tb.v
SBY  0:32:59 [cover] engine_0: ##   0:26:24  Writing trace to constraints file: engine_0/trace122.smtc
SBY  0:32:59 [cover] engine_0: ##   0:26:24  Checking cover reachability in step 18..
SBY  0:33:01 [cover] engine_0: ##   0:26:26  Reached cover statement at SignalTracker.sv:3521.22-3522.73 ($cover$SignalTracker.sv:3521$10360) in step 18.
SBY  0:33:01 [cover] engine_0: ##   0:26:26  Writing trace to VCD file: engine_0/trace123.vcd
SBY  0:33:14 [cover] engine_0: ##   0:26:39  Writing trace to Verilog testbench: engine_0/trace123_tb.v
SBY  0:33:14 [cover] engine_0: ##   0:26:39  Writing trace to constraints file: engine_0/trace123.smtc
SBY  0:33:15 [cover] engine_0: ##   0:26:39  Checking cover reachability in step 18..
SBY  0:33:16 [cover] engine_0: ##   0:26:41  Reached cover statement at SignalTracker.sv:3524.22-3525.73 ($cover$SignalTracker.sv:3524$10361) in step 18.
SBY  0:33:16 [cover] engine_0: ##   0:26:41  Reached cover statement at SignalTracker.sv:3527.22-3528.74 ($cover$SignalTracker.sv:3527$10362) in step 18.
SBY  0:33:16 [cover] engine_0: ##   0:26:41  Writing trace to VCD file: engine_0/trace124.vcd
SBY  0:33:29 [cover] engine_0: ##   0:26:54  Writing trace to Verilog testbench: engine_0/trace124_tb.v
SBY  0:33:29 [cover] engine_0: ##   0:26:54  Writing trace to constraints file: engine_0/trace124.smtc
SBY  0:33:30 [cover] engine_0: ##   0:26:54  Checking cover reachability in step 18..
SBY  0:33:32 [cover] engine_0: ##   0:26:56  Reached cover statement at SignalTracker.sv:3530.22-3531.81 ($cover$SignalTracker.sv:3530$10363) in step 18.
SBY  0:33:32 [cover] engine_0: ##   0:26:56  Writing trace to VCD file: engine_0/trace125.vcd
SBY  0:33:45 [cover] engine_0: ##   0:27:10  Writing trace to Verilog testbench: engine_0/trace125_tb.v
SBY  0:33:45 [cover] engine_0: ##   0:27:10  Writing trace to constraints file: engine_0/trace125.smtc
SBY  0:33:45 [cover] engine_0: ##   0:27:10  Checking cover reachability in step 18..
SBY  0:33:50 [cover] engine_0: ##   0:27:14  Reached cover statement at SignalTracker.sv:1637.22-1638.90 ($cover$SignalTracker.sv:1637$9732) in step 18.
SBY  0:33:50 [cover] engine_0: ##   0:27:14  Writing trace to VCD file: engine_0/trace126.vcd
SBY  0:34:03 [cover] engine_0: ##   0:27:27  Writing trace to Verilog testbench: engine_0/trace126_tb.v
SBY  0:34:03 [cover] engine_0: ##   0:27:28  Writing trace to constraints file: engine_0/trace126.smtc
SBY  0:34:03 [cover] engine_0: ##   0:27:28  Checking cover reachability in step 18..
SBY  0:34:06 [cover] engine_0: ##   0:27:31  Reached cover statement at SignalTracker.sv:383.22-384.62 ($cover$SignalTracker.sv:383$9314) in step 18.
SBY  0:34:06 [cover] engine_0: ##   0:27:31  Reached cover statement at SignalTracker.sv:4118.22-4119.77 ($cover$SignalTracker.sv:4118$10559) in step 18.
SBY  0:34:06 [cover] engine_0: ##   0:27:31  Writing trace to VCD file: engine_0/trace127.vcd
SBY  0:34:19 [cover] engine_0: ##   0:27:44  Writing trace to Verilog testbench: engine_0/trace127_tb.v
SBY  0:34:19 [cover] engine_0: ##   0:27:44  Writing trace to constraints file: engine_0/trace127.smtc
SBY  0:34:20 [cover] engine_0: ##   0:27:44  Checking cover reachability in step 18..
SBY  0:34:21 [cover] engine_0: ##   0:27:46  Reached cover statement at SignalTracker.sv:2033.22-2034.86 ($cover$SignalTracker.sv:2033$9864) in step 18.
SBY  0:34:21 [cover] engine_0: ##   0:27:46  Writing trace to VCD file: engine_0/trace128.vcd
SBY  0:34:34 [cover] engine_0: ##   0:27:59  Writing trace to Verilog testbench: engine_0/trace128_tb.v
SBY  0:34:35 [cover] engine_0: ##   0:28:00  Writing trace to constraints file: engine_0/trace128.smtc
SBY  0:34:35 [cover] engine_0: ##   0:28:00  Checking cover reachability in step 18..
SBY  0:34:36 [cover] engine_0: ##   0:28:01  Reached cover statement at SignalTracker.sv:1952.22-1953.84 ($cover$SignalTracker.sv:1952$9837) in step 18.
SBY  0:34:36 [cover] engine_0: ##   0:28:01  Writing trace to VCD file: engine_0/trace129.vcd
SBY  0:34:49 [cover] engine_0: ##   0:28:14  Writing trace to Verilog testbench: engine_0/trace129_tb.v
SBY  0:34:50 [cover] engine_0: ##   0:28:14  Writing trace to constraints file: engine_0/trace129.smtc
SBY  0:34:50 [cover] engine_0: ##   0:28:15  Checking cover reachability in step 18..
SBY  0:34:51 [cover] engine_0: ##   0:28:16  Checking cover reachability in step 19..
SBY  0:35:02 [cover] engine_0: ##   0:28:27  Reached cover statement at SignalTracker.sv:3452.22-3453.66 ($cover$SignalTracker.sv:3452$10337) in step 19.
SBY  0:35:02 [cover] engine_0: ##   0:28:27  Writing trace to VCD file: engine_0/trace130.vcd
SBY  0:35:16 [cover] engine_0: ##   0:28:40  Writing trace to Verilog testbench: engine_0/trace130_tb.v
SBY  0:35:16 [cover] engine_0: ##   0:28:41  Writing trace to constraints file: engine_0/trace130.smtc
SBY  0:35:16 [cover] engine_0: ##   0:28:41  Checking cover reachability in step 19..
SBY  0:35:19 [cover] engine_0: ##   0:28:43  Reached cover statement at SignalTracker.sv:3539.22-3540.77 ($cover$SignalTracker.sv:3539$10366) in step 19.
SBY  0:35:19 [cover] engine_0: ##   0:28:43  Writing trace to VCD file: engine_0/trace131.vcd
SBY  0:35:32 [cover] engine_0: ##   0:28:57  Writing trace to Verilog testbench: engine_0/trace131_tb.v
SBY  0:35:33 [cover] engine_0: ##   0:28:57  Writing trace to constraints file: engine_0/trace131.smtc
SBY  0:35:33 [cover] engine_0: ##   0:28:58  Checking cover reachability in step 19..
SBY  0:35:34 [cover] engine_0: ##   0:28:59  Checking cover reachability in step 20..
SBY  0:35:43 [cover] engine_0: ##   0:29:08  Reached cover statement at SignalTracker.sv:3869.22-3870.75 ($cover$SignalTracker.sv:3869$10476) in step 20.
SBY  0:35:43 [cover] engine_0: ##   0:29:08  Writing trace to VCD file: engine_0/trace132.vcd
SBY  0:35:58 [cover] engine_0: ##   0:29:22  Writing trace to Verilog testbench: engine_0/trace132_tb.v
SBY  0:35:58 [cover] engine_0: ##   0:29:23  Writing trace to constraints file: engine_0/trace132.smtc
SBY  0:35:58 [cover] engine_0: ##   0:29:23  Checking cover reachability in step 20..
SBY  0:36:04 [cover] engine_0: ##   0:29:29  Checking cover reachability in step 21..
SBY  0:36:17 [cover] engine_0: ##   0:29:41  Reached cover statement at SignalTracker.sv:3500.22-3501.66 ($cover$SignalTracker.sv:3500$10353) in step 21.
SBY  0:36:17 [cover] engine_0: ##   0:29:41  Writing trace to VCD file: engine_0/trace133.vcd
SBY  0:36:32 [cover] engine_0: ##   0:29:56  Writing trace to Verilog testbench: engine_0/trace133_tb.v
SBY  0:36:32 [cover] engine_0: ##   0:29:57  Writing trace to constraints file: engine_0/trace133.smtc
SBY  0:36:32 [cover] engine_0: ##   0:29:57  Checking cover reachability in step 21..
SBY  0:36:33 [cover] engine_0: ##   0:29:58  Checking cover reachability in step 22..
SBY  0:36:52 [cover] engine_0: ##   0:30:17  Reached cover statement at SignalTracker.sv:3551.22-3552.66 ($cover$SignalTracker.sv:3551$10370) in step 22.
SBY  0:36:52 [cover] engine_0: ##   0:30:17  Writing trace to VCD file: engine_0/trace134.vcd
SBY  0:37:08 [cover] engine_0: ##   0:30:32  Writing trace to Verilog testbench: engine_0/trace134_tb.v
SBY  0:37:08 [cover] engine_0: ##   0:30:33  Writing trace to constraints file: engine_0/trace134.smtc
SBY  0:37:08 [cover] engine_0: ##   0:30:33  Checking cover reachability in step 22..
SBY  0:37:10 [cover] engine_0: ##   0:30:34  Checking cover reachability in step 23..
SBY  0:37:30 [cover] engine_0: ##   0:30:54  Checking cover reachability in step 24..
SBY  0:37:40 [cover] engine_0: ##   0:31:05  Checking cover reachability in step 25..
SBY  0:37:53 [cover] engine_0: ##   0:31:18  Checking cover reachability in step 26..
SBY  0:38:31 [cover] engine_0: ##   0:31:56  Checking cover reachability in step 27..
SBY  0:38:53 [cover] engine_0: ##   0:32:18  Checking cover reachability in step 28..
SBY  0:39:37 [cover] engine_0: ##   0:33:02  Checking cover reachability in step 29..
SBY  0:40:09 [cover] engine_0: ##   0:33:34  Checking cover reachability in step 30..
SBY  0:40:41 [cover] engine_0: ##   0:34:06  Checking cover reachability in step 31..
SBY  0:41:41 [cover] engine_0: ##   0:35:06  Checking cover reachability in step 32..
SBY  0:42:42 [cover] engine_0: ##   0:36:06  waiting for solver (1 minute)
SBY  0:43:27 [cover] engine_0: ##   0:36:52  Checking cover reachability in step 33..
SBY  0:44:21 [cover] engine_0: ##   0:37:46  Checking cover reachability in step 34..
SBY  0:45:21 [cover] engine_0: ##   0:38:46  waiting for solver (1 minute)
SBY  0:47:04 [cover] engine_0: ##   0:40:28  Checking cover reachability in step 35..
SBY  0:48:04 [cover] engine_0: ##   0:41:29  waiting for solver (1 minute)
SBY  0:48:12 [cover] engine_0: ##   0:41:37  Checking cover reachability in step 36..
SBY  0:49:12 [cover] engine_0: ##   0:42:37  waiting for solver (1 minute)
SBY  0:50:02 [cover] engine_0: ##   0:43:27  Checking cover reachability in step 37..
SBY  0:51:02 [cover] engine_0: ##   0:44:27  waiting for solver (1 minute)
SBY  0:51:21 [cover] engine_0: ##   0:44:45  Checking cover reachability in step 38..
SBY  0:52:21 [cover] engine_0: ##   0:45:46  waiting for solver (1 minute)
SBY  0:56:14 [cover] engine_0: ##   0:49:39  Checking cover reachability in step 39..
SBY  0:57:14 [cover] engine_0: ##   0:50:39  waiting for solver (1 minute)
SBY  0:59:07 [cover] engine_0: ##   0:52:32  Checking cover reachability in step 40..
SBY  1:00:07 [cover] engine_0: ##   0:53:32  waiting for solver (1 minute)
SBY  1:01:49 [cover] engine_0: ##   0:55:14  Checking cover reachability in step 41..
SBY  1:02:50 [cover] engine_0: ##   0:56:14  waiting for solver (1 minute)
SBY  1:06:50 [cover] engine_0: ##   1:00:14  waiting for solver (5 minutes)
SBY  1:08:30 [cover] engine_0: ##   1:01:55  Checking cover reachability in step 42..
SBY  1:09:30 [cover] engine_0: ##   1:02:55  waiting for solver (1 minute)
SBY  1:13:30 [cover] engine_0: ##   1:06:55  waiting for solver (5 minutes)
SBY  1:13:51 [cover] engine_0: ##   1:07:16  Checking cover reachability in step 43..
SBY  1:14:52 [cover] engine_0: ##   1:08:16  waiting for solver (1 minute)
SBY  1:18:52 [cover] engine_0: ##   1:12:16  waiting for solver (5 minutes)
SBY  1:23:52 [cover] engine_0: ##   1:17:16  waiting for solver (10 minutes)
SBY  1:25:29 [cover] engine_0: ##   1:18:54  Checking cover reachability in step 44..
SBY  1:26:30 [cover] engine_0: ##   1:19:55  waiting for solver (1 minute)
SBY  1:30:30 [cover] engine_0: ##   1:23:55  waiting for solver (5 minutes)
SBY  1:35:30 [cover] engine_0: ##   1:28:55  waiting for solver (10 minutes)
SBY  1:37:32 [cover] engine_0: ##   1:30:57  Checking cover reachability in step 45..
SBY  1:38:32 [cover] engine_0: ##   1:31:57  waiting for solver (1 minute)
SBY  1:42:32 [cover] engine_0: ##   1:35:57  waiting for solver (5 minutes)
SBY  1:47:32 [cover] engine_0: ##   1:40:57  waiting for solver (10 minutes)
SBY  1:52:32 [cover] engine_0: ##   1:45:57  waiting for solver (15 minutes)
SBY  1:53:03 [cover] engine_0: ##   1:46:28  Checking cover reachability in step 46..
SBY  1:54:04 [cover] engine_0: ##   1:47:28  waiting for solver (1 minute)
SBY  1:58:04 [cover] engine_0: ##   1:51:28  waiting for solver (5 minutes)
SBY  2:03:04 [cover] engine_0: ##   1:56:28  waiting for solver (10 minutes)
SBY  2:08:04 [cover] engine_0: ##   2:01:28  waiting for solver (15 minutes)
SBY  2:11:55 [cover] engine_0: ##   2:05:20  Checking cover reachability in step 47..
SBY  2:12:55 [cover] engine_0: ##   2:06:20  waiting for solver (1 minute)
SBY  2:16:55 [cover] engine_0: ##   2:10:20  waiting for solver (5 minutes)
SBY  2:21:55 [cover] engine_0: ##   2:15:20  waiting for solver (10 minutes)
SBY  2:22:08 [cover] engine_0: ##   2:15:33  Checking cover reachability in step 48..
SBY  2:23:09 [cover] engine_0: ##   2:16:33  waiting for solver (1 minute)
SBY  2:27:09 [cover] engine_0: ##   2:20:33  waiting for solver (5 minutes)
SBY  2:32:09 [cover] engine_0: ##   2:25:33  waiting for solver (10 minutes)
SBY  2:37:09 [cover] engine_0: ##   2:30:33  waiting for solver (15 minutes)
SBY  2:37:50 [cover] engine_0: ##   2:31:14  Checking cover reachability in step 49..
SBY  2:38:50 [cover] engine_0: ##   2:32:15  waiting for solver (1 minute)
SBY  2:42:50 [cover] engine_0: ##   2:36:15  waiting for solver (5 minutes)
SBY  2:47:50 [cover] engine_0: ##   2:41:15  waiting for solver (10 minutes)
SBY  2:52:50 [cover] engine_0: ##   2:46:15  waiting for solver (15 minutes)
SBY  3:07:50 [cover] engine_0: ##   3:01:15  waiting for solver (30 minutes)
SBY  3:12:04 [cover] engine_0: ##   3:05:29  Checking cover reachability in step 50..
SBY  3:13:05 [cover] engine_0: ##   3:06:29  waiting for solver (1 minute)
SBY  3:17:05 [cover] engine_0: ##   3:10:29  waiting for solver (5 minutes)
SBY  3:22:05 [cover] engine_0: ##   3:15:29  waiting for solver (10 minutes)
SBY  3:27:05 [cover] engine_0: ##   3:20:29  waiting for solver (15 minutes)
SBY  3:36:48 [cover] engine_0: ##   3:30:13  Checking cover reachability in step 51..
SBY  3:37:48 [cover] engine_0: ##   3:31:13  waiting for solver (1 minute)
SBY  3:41:48 [cover] engine_0: ##   3:35:13  waiting for solver (5 minutes)
SBY  3:46:48 [cover] engine_0: ##   3:40:13  waiting for solver (10 minutes)
SBY  3:51:48 [cover] engine_0: ##   3:45:13  waiting for solver (15 minutes)
SBY  4:06:48 [cover] engine_0: ##   4:00:13  waiting for solver (30 minutes)
SBY  4:31:49 [cover] engine_0: ##   4:25:14  Checking cover reachability in step 52..
SBY  4:32:49 [cover] engine_0: ##   4:26:14  waiting for solver (1 minute)
SBY  4:36:49 [cover] engine_0: ##   4:30:14  waiting for solver (5 minutes)
SBY  4:41:49 [cover] engine_0: ##   4:35:14  waiting for solver (10 minutes)
SBY  4:45:50 [cover] engine_0: ##   4:39:14  Checking cover reachability in step 53..
SBY  4:46:50 [cover] engine_0: ##   4:40:15  waiting for solver (1 minute)
SBY  4:50:50 [cover] engine_0: ##   4:44:15  waiting for solver (5 minutes)
SBY  4:55:50 [cover] engine_0: ##   4:49:15  waiting for solver (10 minutes)
SBY  5:00:50 [cover] engine_0: ##   4:54:15  waiting for solver (15 minutes)
SBY  5:15:50 [cover] engine_0: ##   5:09:15  waiting for solver (30 minutes)
SBY  5:45:50 [cover] engine_0: ##   5:39:15  waiting for solver (1 hour)
SBY  5:59:58 [cover] engine_0: ##   5:53:23  Checking cover reachability in step 54..
SBY  6:00:58 [cover] engine_0: ##   5:54:23  waiting for solver (1 minute)
SBY  6:04:58 [cover] engine_0: ##   5:58:23  waiting for solver (5 minutes)
SBY  6:09:58 [cover] engine_0: ##   6:03:23  waiting for solver (10 minutes)
SBY  6:14:58 [cover] engine_0: ##   6:08:23  waiting for solver (15 minutes)
SBY  6:29:58 [cover] engine_0: ##   6:23:23  waiting for solver (30 minutes)
SBY  6:36:01 [cover] engine_0: ##   6:29:26  Checking cover reachability in step 55..
SBY  6:37:02 [cover] engine_0: ##   6:30:27  waiting for solver (1 minute)
SBY  6:41:02 [cover] engine_0: ##   6:34:27  waiting for solver (5 minutes)
SBY  6:46:02 [cover] engine_0: ##   6:39:27  waiting for solver (10 minutes)
SBY  6:51:02 [cover] engine_0: ##   6:44:27  waiting for solver (15 minutes)
SBY  7:06:02 [cover] engine_0: ##   6:59:27  waiting for solver (30 minutes)
SBY  7:18:54 [cover] engine_0: ##   7:12:18  Checking cover reachability in step 56..
SBY  7:19:54 [cover] engine_0: ##   7:13:19  waiting for solver (1 minute)
SBY  7:23:54 [cover] engine_0: ##   7:17:19  waiting for solver (5 minutes)
SBY  7:28:54 [cover] engine_0: ##   7:22:19  waiting for solver (10 minutes)
SBY  7:33:54 [cover] engine_0: ##   7:27:19  waiting for solver (15 minutes)
SBY  7:48:54 [cover] engine_0: ##   7:42:19  waiting for solver (30 minutes)
SBY  8:18:54 [cover] engine_0: ##   8:12:19  waiting for solver (1 hour)
SBY  9:18:54 [cover] engine_0: ##   9:12:19  waiting for solver (2 hours)
SBY  9:47:27 [cover] engine_0: ##   9:40:52  Checking cover reachability in step 57..
SBY  9:48:28 [cover] engine_0: ##   9:41:53  waiting for solver (1 minute)
SBY  9:52:28 [cover] engine_0: ##   9:45:53  waiting for solver (5 minutes)
SBY  9:57:28 [cover] engine_0: ##   9:50:53  waiting for solver (10 minutes)
SBY 10:02:28 [cover] engine_0: ##   9:55:53  waiting for solver (15 minutes)
SBY 10:17:28 [cover] engine_0: ##  10:10:53  waiting for solver (30 minutes)
SBY 10:24:28 [cover] engine_0: ##  10:17:53  Checking cover reachability in step 58..
SBY 10:25:28 [cover] engine_0: ##  10:18:53  waiting for solver (1 minute)
SBY 10:29:28 [cover] engine_0: ##  10:22:53  waiting for solver (5 minutes)
SBY 10:34:28 [cover] engine_0: ##  10:27:53  waiting for solver (10 minutes)
SBY 10:39:28 [cover] engine_0: ##  10:32:53  waiting for solver (15 minutes)
SBY 10:54:28 [cover] engine_0: ##  10:47:53  waiting for solver (30 minutes)
SBY 11:24:28 [cover] engine_0: ##  11:17:53  waiting for solver (1 hour)
SBY 12:24:28 [cover] engine_0: ##  12:17:53  waiting for solver (2 hours)
SBY 12:41:13 [cover] engine_0: ##  12:34:38  Checking cover reachability in step 59..
SBY 12:42:13 [cover] engine_0: ##  12:35:38  waiting for solver (1 minute)
SBY 12:46:13 [cover] engine_0: ##  12:39:38  waiting for solver (5 minutes)
SBY 12:51:13 [cover] engine_0: ##  12:44:38  waiting for solver (10 minutes)
SBY 12:56:13 [cover] engine_0: ##  12:49:38  waiting for solver (15 minutes)
SBY 13:11:13 [cover] engine_0: ##  13:04:38  waiting for solver (30 minutes)
SBY 13:41:13 [cover] engine_0: ##  13:34:38  waiting for solver (1 hour)
SBY 14:41:13 [cover] engine_0: ##  14:34:38  waiting for solver (2 hours)
SBY 14:48:08 [cover] engine_0: ##  14:41:33  Checking cover reachability in step 60..
SBY 14:49:08 [cover] engine_0: ##  14:42:33  waiting for solver (1 minute)
SBY 14:53:08 [cover] engine_0: ##  14:46:33  waiting for solver (5 minutes)
SBY 14:58:08 [cover] engine_0: ##  14:51:33  waiting for solver (10 minutes)
SBY 15:03:08 [cover] engine_0: ##  14:56:33  waiting for solver (15 minutes)
SBY 15:18:08 [cover] engine_0: ##  15:11:33  waiting for solver (30 minutes)
SBY 15:48:08 [cover] engine_0: ##  15:41:33  waiting for solver (1 hour)
SBY 16:48:09 [cover] engine_0: ##  16:41:33  waiting for solver (2 hours)
SBY 17:48:09 [cover] engine_0: ##  17:41:33  waiting for solver (3 hours)
SBY 18:01:34 [cover] engine_0: ##  17:54:58  Checking cover reachability in step 61..
SBY 18:02:34 [cover] engine_0: ##  17:55:59  waiting for solver (1 minute)
SBY 18:06:34 [cover] engine_0: ##  17:59:59  waiting for solver (5 minutes)
SBY 18:11:34 [cover] engine_0: ##  18:04:59  waiting for solver (10 minutes)
SBY 18:16:34 [cover] engine_0: ##  18:09:59  waiting for solver (15 minutes)
SBY 18:31:34 [cover] engine_0: ##  18:24:59  waiting for solver (30 minutes)
SBY 19:01:34 [cover] engine_0: ##  18:54:59  waiting for solver (1 hour)
SBY 20:01:34 [cover] engine_0: ##  19:54:59  waiting for solver (2 hours)
SBY 21:01:34 [cover] engine_0: ##  20:54:59  waiting for solver (3 hours)
SBY 21:47:24 [cover] engine_0: ##  21:40:49  Checking cover reachability in step 62..
SBY 21:48:25 [cover] engine_0: ##  21:41:49  waiting for solver (1 minute)
SBY 21:52:25 [cover] engine_0: ##  21:45:49  waiting for solver (5 minutes)
SBY 21:57:25 [cover] engine_0: ##  21:50:49  waiting for solver (10 minutes)
SBY 22:02:25 [cover] engine_0: ##  21:55:49  waiting for solver (15 minutes)
SBY 22:17:25 [cover] engine_0: ##  22:10:49  waiting for solver (30 minutes)
SBY 22:47:25 [cover] engine_0: ##  22:40:49  waiting for solver (1 hour)
